Cantidad_Total_Productos,Compra_Total,Cantidad_Compras,Total_Subcategorias_Compradas,Q_Productos_Compra,Ticket_Compra,Cluster
11,2664.89,3,3,3.6666667,888.2967,Cluster 2
15,2689.89,4,4,3.75,672.4725,Cluster 1
23,3125.75,5,5,4.6,625.15,Cluster 1
9,363.9,2,2,4.5,181.95,Cluster 0
21,2543.44,5,5,4.2,508.688,Cluster 1
10,2582.86,3,3,3.3333333,860.9533,Cluster 2
5,2434.99,2,2,2.5,1217.495,Cluster 2
15,2634.85,4,4,3.75,658.7125,Cluster 1
19,2714.81,4,4,4.75,678.7025,Cluster 1
12,2438.32,3,3,4.0,812.7733,Cluster 2
12,323.84,3,3,4.0,107.94666,Cluster 3
7,2426.87,2,2,3.5,1213.435,Cluster 2
6,2404.89,2,2,3.0,1202.445,Cluster 2
20,2952.4,5,5,4.0,590.48,Cluster 1
1,2294.99,1,1,1.0,2294.99,Cluster 4
6,2404.89,2,2,3.0,1202.445,Cluster 2
11,2591.87,3,3,3.6666667,863.95667,Cluster 2
11,319.84,2,2,5.5,159.92,Cluster 0
7,2504.93,2,2,3.5,1252.465,Cluster 2
11,2399.89,3,3,3.6666667,799.9633,Cluster 2
11,2494.94,3,3,3.6666667,831.64667,Cluster 2
1,2319.99,1,1,1.0,2319.99,Cluster 4
23,2556.71,5,5,4.6,511.342,Cluster 1
10,2439.05,3,3,3.3333333,813.01666,Cluster 2
10,2557.86,3,3,3.3333333,852.62,Cluster 2
15,2400.85,4,4,3.75,600.2125,Cluster 1
14,2494.1,4,4,3.5,623.525,Cluster 1
13,2781.81,3,3,4.3333335,927.27,Cluster 2
23,5007.85,6,6,3.8333333,834.64166,Cluster 1
24,5338.79,7,7,3.4285715,762.68427,Cluster 1
26,5019.88,7,7,3.7142856,717.12573,Cluster 1
5,2459.95,2,2,2.5,1229.975,Cluster 2
1,2319.99,1,1,1.0,2319.99,Cluster 4
11,2449.84,3,3,3.6666667,816.61334,Cluster 2
18,2709.87,4,4,4.5,677.4675,Cluster 1
6,2469.99,2,2,3.0,1234.995,Cluster 2
1,2294.99,1,1,1.0,2294.99,Cluster 4
6,2494.94,2,2,3.0,1247.47,Cluster 2
14,374.82,3,3,4.6666665,124.94,Cluster 3
15,2580.85,4,4,3.75,645.2125,Cluster 1
10,2632.86,3,3,3.3333333,877.62,Cluster 2
7,2426.87,2,2,3.5,1213.435,Cluster 2
1,2294.99,1,1,1.0,2294.99,Cluster 4
5,2382.91,2,2,2.5,1191.455,Cluster 2
11,306.83,2,2,5.5,153.415,Cluster 0
11,2763.91,3,3,3.6666667,921.30334,Cluster 2
1,2294.99,1,1,1.0,2294.99,Cluster 4
4,87.92,1,1,4.0,87.92,Cluster 0
11,163.84,2,2,5.5,81.92,Cluster 0
27,410.73,5,5,5.4,82.146,Cluster 1
14,369.8,3,3,4.6666665,123.26667,Cluster 3
10,199.9,2,2,5.0,99.95,Cluster 0
9,194.91,2,2,4.5,97.455,Cluster 0
9,269.91,2,2,4.5,134.955,Cluster 0
8,135.92,2,2,4.0,67.96,Cluster 0
5,174.95,1,1,5.0,174.95,Cluster 0
22,2885.14,5,5,4.4,577.028,Cluster 1
8,377.92,2,2,4.0,188.96,Cluster 0
9,549.91,2,2,4.5,274.955,Cluster 0
5,2434.95,2,2,2.5,1217.475,Cluster 2
13,2409.87,3,3,4.3333335,803.29,Cluster 2
9,69.91,2,2,4.5,34.955,Cluster 0
16,379.84,3,3,5.3333335,126.613335,Cluster 3
10,167.84,2,2,5.0,83.92,Cluster 0
10,2544.85,3,3,3.3333333,848.2833,Cluster 2
4,31.8,1,1,4.0,31.8,Cluster 0
8,119.92,2,2,4.0,59.96,Cluster 0
15,712.85,3,3,5.0,237.61667,Cluster 3
10,211.56,2,2,5.0,105.78,Cluster 0
14,369.92,3,3,4.6666665,123.30666,Cluster 3
9,194.96,2,2,4.5,97.48,Cluster 0
14,309.9,3,3,4.6666665,103.3,Cluster 3
7,1174.43,2,2,3.5,587.215,Cluster 2
15,326.9,3,3,5.0,108.96667,Cluster 3
7,2529.99,2,2,3.5,1264.995,Cluster 2
8,239.92,2,2,4.0,119.96,Cluster 0
7,1069.43,2,2,3.5,534.715,Cluster 2
7,1788.93,2,2,3.5,894.465,Cluster 2
10,165.9,2,2,5.0,82.95,Cluster 0
25,1331.25,6,6,4.1666665,221.875,Cluster 1
10,1014.4,3,3,3.3333333,338.13333,Cluster 3
7,2649.93,2,2,3.5,1324.965,Cluster 2
12,1672.68,3,3,4.0,557.56,Cluster 2
10,427.4,2,2,5.0,213.7,Cluster 0
1,2294.99,1,1,1.0,2294.99,Cluster 4
16,2549.84,4,4,4.0,637.46,Cluster 1
9,249.86,2,2,4.5,124.93,Cluster 0
5,175.0,1,1,5.0,175.0,Cluster 0
16,196.69,3,3,5.3333335,65.56333,Cluster 3
13,290.31,3,3,4.3333335,96.77,Cluster 3
12,446.88,2,2,6.0,223.44,Cluster 0
5,958.31,2,2,2.5,479.155,Cluster 2
9,390.91,2,2,4.5,195.455,Cluster 0
6,209.94,1,1,6.0,209.94,Cluster 0
18,187.62,3,3,6.0,62.54,Cluster 3
19,471.81,4,4,4.75,117.9525,Cluster 3
6,209.94,1,1,6.0,209.94,Cluster 0
4,87.92,1,1,4.0,87.92,Cluster 0
12,2601.82,3,3,4.0,867.2733,Cluster 2
6,146.94,1,1,6.0,146.94,Cluster 0
9,134.11,2,2,4.5,67.055,Cluster 0
14,289.5,3,3,4.6666665,96.5,Cluster 3
9,309.86,2,2,4.5,154.93,Cluster 0
17,407.38,3,3,5.6666665,135.79333,Cluster 3
20,335.48,4,4,5.0,83.87,Cluster 3
7,2024.93,2,2,3.5,1012.465,Cluster 2
11,490.9,2,2,5.5,245.45,Cluster 0
22,343.63,4,4,5.5,85.9075,Cluster 3
4,87.92,1,1,4.0,87.92,Cluster 0
7,2333.73,2,2,3.5,1166.865,Cluster 2
5,1916.95,2,2,2.5,958.475,Cluster 2
9,1756.91,3,3,3.0,585.63666,Cluster 2
11,2125.89,3,3,3.6666667,708.63,Cluster 2
19,329.76,4,4,4.75,82.44,Cluster 3
13,230.87,3,3,4.3333335,76.956665,Cluster 3
17,200.68,3,3,5.6666665,66.89333,Cluster 3
5,163.0,1,1,5.0,163.0,Cluster 0
9,178.96,2,2,4.5,89.48,Cluster 0
3,3644.55,1,1,3.0,3644.55,Cluster 4
9,3698.49,2,2,4.5,1849.245,Cluster 2
12,129.08,3,3,4.0,43.02667,Cluster 3
9,244.91,2,2,4.5,122.455,Cluster 0
6,299.94,1,1,6.0,299.94,Cluster 0
10,136.4,2,2,5.0,68.2,Cluster 0
10,888.55,3,3,3.3333333,296.18332,Cluster 3
13,1853.59,3,3,4.3333335,617.86334,Cluster 2
9,2280.99,2,2,4.5,1140.495,Cluster 2
11,2462.83,3,3,3.6666667,820.94336,Cluster 2
5,889.45,2,2,2.5,444.725,Cluster 2
1,769.49,1,1,1.0,769.49,Cluster 4
7,1713.93,2,2,3.5,856.965,Cluster 2
17,1869.55,4,4,4.25,467.3875,Cluster 1
12,341.82,2,2,6.0,170.91,Cluster 0
19,237.75,4,4,4.75,59.4375,Cluster 3
16,1692.64,4,4,4.0,423.16,Cluster 1
15,1823.85,4,4,3.75,455.9625,Cluster 1
16,930.84,4,4,4.0,232.71,Cluster 3
14,2012.86,3,3,4.6666665,670.9533,Cluster 2
8,2483.42,2,2,4.0,1241.71,Cluster 2
14,2998.36,3,3,4.6666665,999.4533,Cluster 2
20,990.6,5,5,4.0,198.12,Cluster 1
21,1073.75,5,5,4.2,214.75,Cluster 1
7,1713.93,2,2,3.5,856.965,Cluster 2
9,2728.41,2,2,4.5,1364.205,Cluster 2
8,2483.42,2,2,4.0,1241.71,Cluster 2
13,2720.33,3,3,4.3333335,906.7767,Cluster 2
17,1464.33,4,4,4.25,366.0825,Cluster 1
14,382.81,3,3,4.6666665,127.60333,Cluster 3
18,91.38,3,3,6.0,30.46,Cluster 3
1,769.49,1,1,1.0,769.49,Cluster 4
16,229.84,3,3,5.3333335,76.613335,Cluster 3
16,2487.8,4,4,4.0,621.95,Cluster 1
10,1041.92,2,2,5.0,520.96,Cluster 0
11,204.89,2,2,5.5,102.445,Cluster 0
8,159.92,2,2,4.0,79.96,Cluster 0
14,749.12,3,3,4.6666665,249.70667,Cluster 3
9,194.91,2,2,4.5,97.455,Cluster 0
10,229.9,2,2,5.0,114.95,Cluster 0
22,393.78,4,4,5.5,98.445,Cluster 3
8,159.92,2,2,4.0,79.96,Cluster 0
10,36.4,2,2,5.0,18.2,Cluster 0
10,169.9,2,2,5.0,84.95,Cluster 0
11,38.69,2,2,5.5,19.345,Cluster 0
8,315.92,2,2,4.0,157.96,Cluster 0
19,134.81,4,4,4.75,33.7025,Cluster 3
11,41.39,2,2,5.5,20.695,Cluster 0
5,175.0,1,1,5.0,175.0,Cluster 0
11,204.89,2,2,5.5,102.445,Cluster 0
15,374.9,3,3,5.0,124.96667,Cluster 3
4,199.96,1,1,4.0,199.96,Cluster 0
23,495.77,4,4,5.75,123.9425,Cluster 3
10,2669.9,3,3,3.3333333,889.9667,Cluster 2
1,2294.99,1,1,1.0,2294.99,Cluster 4
18,355.82,4,4,4.5,88.955,Cluster 3
10,2725.41,3,3,3.3333333,908.47,Cluster 2
18,267.02,4,4,4.5,66.755,Cluster 3
8,2564.92,2,2,4.0,1282.46,Cluster 2
11,204.89,2,2,5.5,102.445,Cluster 0
4,279.96,1,1,4.0,279.96,Cluster 0
13,259.87,3,3,4.3333335,86.62334,Cluster 3
6,1624.66,2,2,3.0,812.33,Cluster 2
4,35.96,1,1,4.0,35.96,Cluster 0
10,387.86,2,2,5.0,193.93,Cluster 0
11,72.65,2,2,5.5,36.325,Cluster 0
18,357.32,4,4,4.5,89.33,Cluster 3
9,34.11,2,2,4.5,17.055,Cluster 0
8,2272.0,2,2,4.0,1136.0,Cluster 2
16,2589.42,4,4,4.0,647.355,Cluster 1
13,2031.83,3,3,4.3333335,677.2767,Cluster 2
3,1619.97,1,1,3.0,1619.97,Cluster 4
16,475.84,3,3,5.3333335,158.61333,Cluster 3
5,2524.03,2,2,2.5,1262.015,Cluster 2
20,380.35,4,4,5.0,95.0875,Cluster 3
4,140.0,1,1,4.0,140.0,Cluster 0
16,211.78,3,3,5.3333335,70.59333,Cluster 3
10,117.86,2,2,5.0,58.93,Cluster 0
28,467.66,5,5,5.6,93.532,Cluster 1
10,199.9,2,2,5.0,99.95,Cluster 0
15,154.65,3,3,5.0,51.55,Cluster 3
31,661.69,6,6,5.1666665,110.28167,Cluster 1
4,199.96,1,1,4.0,199.96,Cluster 0
12,255.88,3,3,4.0,85.293335,Cluster 3
14,155.7,3,3,4.6666665,51.9,Cluster 3
23,404.77,5,5,4.6,80.954,Cluster 1
4,87.92,1,1,4.0,87.92,Cluster 0
10,33.7,2,2,5.0,16.85,Cluster 0
10,271.84,2,2,5.0,135.92,Cluster 0
15,314.85,3,3,5.0,104.95,Cluster 3
21,592.29,4,4,5.25,148.0725,Cluster 3
11,324.89,2,2,5.5,162.445,Cluster 0
11,84.89,2,2,5.5,42.445,Cluster 0
6,29.94,1,1,6.0,29.94,Cluster 0
16,409.84,3,3,5.3333335,136.61333,Cluster 3
5,149.95,1,1,5.0,149.95,Cluster 0
13,134.07,3,3,4.3333335,44.69,Cluster 3
5,124.95,1,1,5.0,124.95,Cluster 0
24,712.31,5,5,4.8,142.462,Cluster 1
11,234.89,2,2,5.5,117.445,Cluster 0
16,481.84,3,3,5.3333335,160.61333,Cluster 3
10,509.94,2,2,5.0,254.97,Cluster 0
10,33.7,2,2,5.0,16.85,Cluster 0
11,490.9,2,2,5.5,245.45,Cluster 0
4,19.96,1,1,4.0,19.96,Cluster 0
15,389.8,3,3,5.0,129.93333,Cluster 3
6,29.94,1,1,6.0,29.94,Cluster 0
9,111.41,2,2,4.5,55.705,Cluster 0
10,2444.98,3,3,3.3333333,814.99335,Cluster 2
10,400.96,2,2,5.0,200.48,Cluster 0
11,204.89,2,2,5.5,102.445,Cluster 0
9,131.41,2,2,4.5,65.705,Cluster 0
11,191.39,2,2,5.5,95.695,Cluster 0
16,1853.84,4,4,4.0,463.46,Cluster 1
17,384.83,3,3,5.6666665,128.27667,Cluster 3
6,210.0,1,1,6.0,210.0,Cluster 0
21,2719.87,5,5,4.2,543.974,Cluster 1
8,279.96,2,2,4.0,139.98,Cluster 0
11,324.89,2,2,5.5,162.445,Cluster 0
14,497.86,3,3,4.6666665,165.95334,Cluster 3
18,519.82,4,4,4.5,129.955,Cluster 3
4,19.96,1,1,4.0,19.96,Cluster 0
18,542.82,3,3,6.0,180.94,Cluster 3
15,340.85,3,3,5.0,113.61667,Cluster 3
22,463.78,4,4,5.5,115.945,Cluster 3
14,287.36,3,3,4.6666665,95.78667,Cluster 3
10,144.9,2,2,5.0,72.45,Cluster 0
20,224.8,4,4,5.0,56.2,Cluster 3
4,99.96,1,1,4.0,99.96,Cluster 0
3,1619.97,1,1,3.0,1619.97,Cluster 4
10,141.04,2,2,5.0,70.52,Cluster 0
8,479.92,2,2,4.0,239.96,Cluster 0
6,59.94,1,1,6.0,59.94,Cluster 0
21,401.79,4,4,5.25,100.4475,Cluster 3
10,36.4,2,2,5.0,18.2,Cluster 0
10,199.9,2,2,5.0,99.95,Cluster 0
14,1833.66,3,3,4.6666665,611.22,Cluster 3
16,2598.92,4,4,4.0,649.73,Cluster 1
5,2524.03,2,2,2.5,1262.015,Cluster 2
6,2559.02,2,2,3.0,1279.51,Cluster 2
6,2429.02,2,2,3.0,1214.51,Cluster 2
16,442.29,3,3,5.3333335,147.43,Cluster 3
10,283.94,2,2,5.0,141.97,Cluster 0
6,29.94,1,1,6.0,29.94,Cluster 0
9,164.91,2,2,4.5,82.455,Cluster 0
11,744.95,2,2,5.5,372.475,Cluster 0
15,724.05,4,4,3.75,181.0125,Cluster 3
1,564.99,1,1,1.0,564.99,Cluster 4
10,199.9,2,2,5.0,99.95,Cluster 0
11,706.85,3,3,3.6666667,235.61667,Cluster 3
5,109.9,1,1,5.0,109.9,Cluster 0
9,34.11,2,2,4.5,17.055,Cluster 0
11,204.89,2,2,5.5,102.445,Cluster 0
11,41.39,2,2,5.5,20.695,Cluster 0
10,1041.92,2,2,5.0,520.96,Cluster 0
16,593.5,3,3,5.3333335,197.83333,Cluster 3
12,239.88,2,2,6.0,119.94,Cluster 0
17,396.88,3,3,5.6666665,132.29333,Cluster 3
9,290.91,2,2,4.5,145.455,Cluster 0
13,129.07,3,3,4.3333335,43.023335,Cluster 3
4,99.96,1,1,4.0,99.96,Cluster 0
14,419.9,3,3,4.6666665,139.96666,Cluster 3
11,152.39,2,2,5.5,76.195,Cluster 0
11,204.89,2,2,5.5,102.445,Cluster 0
4,19.96,1,1,4.0,19.96,Cluster 0
10,199.9,2,2,5.0,99.95,Cluster 0
10,246.9,2,2,5.0,123.45,Cluster 0
15,177.35,3,3,5.0,59.116665,Cluster 3
16,557.78,3,3,5.3333335,185.92667,Cluster 3
4,39.96,1,1,4.0,39.96,Cluster 0
5,2583.31,2,2,2.5,1291.655,Cluster 2
18,2669.18,4,4,4.5,667.295,Cluster 1
5,2583.31,2,2,2.5,1291.655,Cluster 2
6,2606.35,2,2,3.0,1303.175,Cluster 2
12,2522.24,3,3,4.0,840.74664,Cluster 2
11,3070.29,3,3,3.6666667,1023.43,Cluster 2
14,1738.86,4,4,3.5,434.715,Cluster 1
10,39.1,2,2,5.0,19.55,Cluster 0
5,24.95,1,1,5.0,24.95,Cluster 0
9,2728.41,2,2,4.5,1364.205,Cluster 2
15,201.79,3,3,5.0,67.263336,Cluster 3
10,121.35,2,2,5.0,60.675,Cluster 0
6,2618.3,2,2,3.0,1309.15,Cluster 2
5,24.95,1,1,5.0,24.95,Cluster 0
6,1019.44,2,2,3.0,509.72,Cluster 2
5,1336.45,2,2,2.5,668.225,Cluster 2
4,99.96,1,1,4.0,99.96,Cluster 0
11,629.94,2,2,5.5,314.97,Cluster 0
15,1356.85,4,4,3.75,339.2125,Cluster 1
19,2797.89,5,5,3.8,559.578,Cluster 1
8,377.92,2,2,4.0,188.96,Cluster 0
18,539.86,4,4,4.5,134.965,Cluster 3
9,324.91,2,2,4.5,162.455,Cluster 0
10,174.9,2,2,5.0,87.45,Cluster 0
6,419.94,1,1,6.0,419.94,Cluster 0
6,2618.3,2,2,3.0,1309.15,Cluster 2
15,214.05,3,3,5.0,71.35,Cluster 3
19,832.1,4,4,4.75,208.025,Cluster 3
5,163.0,1,1,5.0,163.0,Cluster 0
11,176.83,2,2,5.5,88.415,Cluster 0
12,2022.88,3,3,4.0,674.29333,Cluster 2
6,1875.94,2,2,3.0,937.97,Cluster 2
11,1845.89,3,3,3.6666667,615.2967,Cluster 2
10,274.9,2,2,5.0,137.45,Cluster 0
5,1900.95,2,2,2.5,950.475,Cluster 2
9,529.91,2,2,4.5,264.955,Cluster 0
10,271.84,2,2,5.0,135.92,Cluster 0
11,324.89,2,2,5.5,162.445,Cluster 0
6,29.94,1,1,6.0,29.94,Cluster 0
10,611.88,2,2,5.0,305.94,Cluster 0
5,1916.95,2,2,2.5,958.475,Cluster 2
14,109.86,3,3,4.6666665,36.62,Cluster 3
29,529.19,6,6,4.8333335,88.19833,Cluster 1
5,1840.95,2,2,2.5,920.475,Cluster 2
5,1736.95,2,2,2.5,868.475,Cluster 2
10,1945.9,3,3,3.3333333,648.63336,Cluster 2
10,1961.9,3,3,3.3333333,653.9667,Cluster 2
6,1875.94,2,2,3.0,937.97,Cluster 2
6,1875.94,2,2,3.0,937.97,Cluster 2
7,2000.93,2,2,3.5,1000.465,Cluster 2
7,2000.93,2,2,3.5,1000.465,Cluster 2
6,29.94,1,1,6.0,29.94,Cluster 0
13,429.87,3,3,4.3333335,143.29,Cluster 3
12,1779.88,3,3,4.0,593.29333,Cluster 2
1,1700.99,1,1,1.0,1700.99,Cluster 4
9,1952.91,3,3,3.0,650.97,Cluster 2
11,2100.89,3,3,3.6666667,700.2967,Cluster 2
13,2078.87,3,3,4.3333335,692.95667,Cluster 2
12,2004.88,3,3,4.0,668.29333,Cluster 2
1,1700.99,1,1,1.0,1700.99,Cluster 4
9,2094.95,3,3,3.0,698.31665,Cluster 2
10,1963.4,3,3,3.3333333,654.4667,Cluster 2
1,1700.99,1,1,1.0,1700.99,Cluster 4
7,1910.93,2,2,3.5,955.465,Cluster 2
11,1998.39,3,3,3.6666667,666.13,Cluster 2
7,2448.43,2,2,3.5,1224.215,Cluster 2
3,2308.47,1,1,3.0,2308.47,Cluster 4
15,1487.35,4,4,3.75,371.8375,Cluster 1
17,389.83,3,3,5.6666665,129.94333,Cluster 3
6,179.94,1,1,6.0,179.94,Cluster 0
2,1538.98,1,1,2.0,1538.98,Cluster 4
9,2728.41,2,2,4.5,1364.205,Cluster 2
5,1405.49,2,2,2.5,702.745,Cluster 2
16,658.84,4,4,4.0,164.71,Cluster 3
5,1840.95,2,2,2.5,920.475,Cluster 2
6,1875.94,2,2,3.0,937.97,Cluster 2
18,2102.37,4,4,4.5,525.5925,Cluster 1
5,1840.95,2,2,2.5,920.475,Cluster 2
7,1910.93,2,2,3.5,955.465,Cluster 2
11,1814.69,3,3,3.6666667,604.89667,Cluster 2
20,2493.34,5,5,4.0,498.668,Cluster 1
10,199.9,2,2,5.0,99.95,Cluster 0
9,164.91,2,2,4.5,82.455,Cluster 0
16,331.78,3,3,5.3333335,110.59333,Cluster 3
5,269.95,1,1,5.0,269.95,Cluster 0
11,74.89,2,2,5.5,37.445,Cluster 0
6,179.94,1,1,6.0,179.94,Cluster 0
11,323.89,2,2,5.5,161.945,Cluster 0
5,269.95,1,1,5.0,269.95,Cluster 0
17,472.83,3,3,5.6666665,157.61,Cluster 3
12,512.88,2,2,6.0,256.44,Cluster 0
10,169.9,2,2,5.0,84.95,Cluster 0
11,306.83,2,2,5.5,153.415,Cluster 0
17,364.33,4,4,4.25,91.0825,Cluster 3
5,122.45,1,1,5.0,122.45,Cluster 0
15,170.49,3,3,5.0,56.83,Cluster 3
5,122.45,1,1,5.0,122.45,Cluster 0
8,159.92,2,2,4.0,79.96,Cluster 0
10,199.9,2,2,5.0,99.95,Cluster 0
10,319.9,2,2,5.0,159.95,Cluster 0
10,169.9,2,2,5.0,84.95,Cluster 0
5,24.95,1,1,5.0,24.95,Cluster 0
9,34.11,2,2,4.5,17.055,Cluster 0
11,322.65,2,2,5.5,161.325,Cluster 0
12,341.82,2,2,6.0,170.91,Cluster 0
10,245.9,2,2,5.0,122.95,Cluster 0
16,594.79,3,3,5.3333335,198.26334,Cluster 3
12,43.68,2,2,6.0,21.84,Cluster 0
15,158.65,3,3,5.0,52.883335,Cluster 3
10,229.9,2,2,5.0,114.95,Cluster 0
21,514.79,4,4,5.25,128.6975,Cluster 3
6,1875.94,2,2,3.0,937.97,Cluster 2
5,1900.95,2,2,2.5,950.475,Cluster 2
10,169.9,2,2,5.0,84.95,Cluster 0
12,193.68,2,2,6.0,96.84,Cluster 0
15,289.65,3,3,5.0,96.55,Cluster 3
13,280.87,3,3,4.3333335,93.62334,Cluster 3
17,384.83,3,3,5.6666665,128.27667,Cluster 3
6,1875.94,2,2,3.0,937.97,Cluster 2
1,1700.99,1,1,1.0,1700.99,Cluster 4
11,530.95,2,2,5.5,265.475,Cluster 0
23,964.72,5,5,4.6,192.944,Cluster 1
6,1217.9,2,2,3.0,608.95,Cluster 2
12,2045.88,3,3,4.0,681.96,Cluster 2
7,2024.93,2,2,3.5,1012.465,Cluster 2
11,72.65,2,2,5.5,36.325,Cluster 0
11,1774.89,3,3,3.6666667,591.63,Cluster 2
12,1929.88,3,3,4.0,643.29333,Cluster 2
6,1823.44,2,2,3.0,911.72,Cluster 2
26,2216.74,6,6,4.3333335,369.45667,Cluster 1
10,33.7,2,2,5.0,16.85,Cluster 0
9,222.41,2,2,4.5,111.205,Cluster 0
10,710.85,3,3,3.3333333,236.95,Cluster 3
10,65.9,2,2,5.0,32.95,Cluster 0
6,149.94,1,1,6.0,149.94,Cluster 0
14,939.91,3,3,4.6666665,313.30334,Cluster 3
10,199.9,2,2,5.0,99.95,Cluster 0
4,99.96,1,1,4.0,99.96,Cluster 0
9,119.91,2,2,4.5,59.955,Cluster 0
14,1069.92,3,3,4.6666665,356.64,Cluster 3
4,119.96,1,1,4.0,119.96,Cluster 0
10,199.9,2,2,5.0,99.95,Cluster 0
6,2569.66,2,2,3.0,1284.83,Cluster 2
7,1788.93,2,2,3.5,894.465,Cluster 2
6,1389.8,2,2,3.0,694.9,Cluster 2
11,198.89,2,2,5.5,99.445,Cluster 0
3,3644.55,1,1,3.0,3644.55,Cluster 4
4,99.96,1,1,4.0,99.96,Cluster 0
26,752.74,5,5,5.2,150.548,Cluster 1
16,354.84,3,3,5.3333335,118.28,Cluster 3
11,204.89,2,2,5.5,102.445,Cluster 0
14,187.62,3,3,4.6666665,62.54,Cluster 3
5,969.45,2,2,2.5,484.725,Cluster 2
24,305.22,5,5,4.8,61.044,Cluster 1
12,43.68,2,2,6.0,21.84,Cluster 0
9,56.75,2,2,4.5,28.375,Cluster 0
17,284.83,3,3,5.6666665,94.94334,Cluster 3
3,1619.97,1,1,3.0,1619.97,Cluster 4
12,461.82,2,2,6.0,230.91,Cluster 0
15,172.81,3,3,5.0,57.603333,Cluster 3
9,357.87,2,2,4.5,178.935,Cluster 0
4,9.16,1,1,4.0,9.16,Cluster 0
18,419.82,3,3,6.0,139.94,Cluster 3
10,229.9,2,2,5.0,114.95,Cluster 0
5,107.45,1,1,5.0,107.45,Cluster 0
10,299.9,2,2,5.0,149.95,Cluster 0
6,29.94,1,1,6.0,29.94,Cluster 0
11,74.89,2,2,5.5,37.445,Cluster 0
14,159.06,3,3,4.6666665,53.02,Cluster 3
12,719.88,2,2,6.0,359.94,Cluster 0
11,403.89,2,2,5.5,201.945,Cluster 0
15,354.85,3,3,5.0,118.28333,Cluster 3
9,385.91,2,2,4.5,192.955,Cluster 0
5,109.9,1,1,5.0,109.9,Cluster 0
11,649.89,2,2,5.5,324.945,Cluster 0
9,145.86,2,2,4.5,72.93,Cluster 0
6,13.74,1,1,6.0,13.74,Cluster 0
4,87.92,1,1,4.0,87.92,Cluster 0
17,374.83,4,4,4.25,93.7075,Cluster 3
14,373.36,3,3,4.6666665,124.45333,Cluster 3
14,289.86,3,3,4.6666665,96.62,Cluster 3
8,315.92,2,2,4.0,157.96,Cluster 0
12,1566.88,3,3,4.0,522.29333,Cluster 2
7,1270.43,2,2,3.5,635.215,Cluster 2
6,2380.94,2,2,3.0,1190.47,Cluster 2
7,3501.43,2,2,3.5,1750.715,Cluster 2
6,419.94,1,1,6.0,419.94,Cluster 0
20,201.36,4,4,5.0,50.34,Cluster 3
12,341.82,2,2,6.0,170.91,Cluster 0
14,374.82,3,3,4.6666665,124.94,Cluster 3
12,185.82,2,2,6.0,92.91,Cluster 0
12,185.82,2,2,6.0,92.91,Cluster 0
14,213.86,3,3,4.6666665,71.28667,Cluster 3
19,561.75,4,4,4.75,140.4375,Cluster 3
16,199.84,3,3,5.3333335,66.613335,Cluster 3
6,419.94,1,1,6.0,419.94,Cluster 0
22,2119.78,5,5,4.4,423.956,Cluster 1
11,464.89,2,2,5.5,232.445,Cluster 0
6,419.94,1,1,6.0,419.94,Cluster 0
7,1204.93,2,2,3.5,602.465,Cluster 2
14,1219.86,3,3,4.6666665,406.62,Cluster 3
7,1910.93,2,2,3.5,955.465,Cluster 2
20,1301.1,5,5,4.0,260.22,Cluster 1
18,1969.82,4,4,4.5,492.455,Cluster 1
9,385.91,2,2,4.5,192.955,Cluster 0
23,1827.53,5,5,4.6,365.506,Cluster 1
18,1734.82,4,4,4.5,433.705,Cluster 1
3,1619.97,1,1,3.0,1619.97,Cluster 4
14,859.86,4,4,3.5,214.965,Cluster 3
16,1425.84,4,4,4.0,356.46,Cluster 1
8,117.92,2,2,4.0,58.96,Cluster 0
16,2431.92,4,4,4.0,607.98,Cluster 1
8,287.88,2,2,4.0,143.94,Cluster 0
6,131.88,1,1,6.0,131.88,Cluster 0
4,279.96,1,1,4.0,279.96,Cluster 0
10,660.96,2,2,5.0,330.48,Cluster 0
15,214.1,3,3,5.0,71.36667,Cluster 3
15,158.05,3,3,5.0,52.683334,Cluster 3
6,29.94,1,1,6.0,29.94,Cluster 0
27,751.73,5,5,5.4,150.346,Cluster 1
12,325.84,3,3,4.0,108.613335,Cluster 3
17,2002.38,4,4,4.25,500.595,Cluster 1
5,24.95,1,1,5.0,24.95,Cluster 0
14,284.86,3,3,4.6666665,94.95333,Cluster 3
13,2662.89,3,3,4.3333335,887.63,Cluster 2
5,2475.15,2,2,2.5,1237.575,Cluster 2
19,2807.22,5,5,3.8,561.444,Cluster 1
13,290.87,3,3,4.3333335,96.956665,Cluster 3
15,156.35,3,3,5.0,52.116665,Cluster 3
10,660.96,2,2,5.0,330.48,Cluster 0
6,1875.94,2,2,3.0,937.97,Cluster 2
6,1970.94,2,2,3.0,985.47,Cluster 2
9,1756.91,3,3,3.0,585.63666,Cluster 2
10,1820.9,3,3,3.3333333,606.9667,Cluster 2
12,275.88,3,3,4.0,91.96,Cluster 3
5,144.95,1,1,5.0,144.95,Cluster 0
13,147.37,3,3,4.3333335,49.123333,Cluster 3
22,523.78,4,4,5.5,130.945,Cluster 3
13,2092.87,4,4,3.25,523.2175,Cluster 1
10,1812.4,3,3,3.3333333,604.13336,Cluster 2
19,2872.83,4,4,4.75,718.2075,Cluster 1
6,2606.35,2,2,3.0,1303.175,Cluster 2
18,2840.23,4,4,4.5,710.0575,Cluster 1
16,349.84,3,3,5.3333335,116.613335,Cluster 3
7,2638.95,2,2,3.5,1319.475,Cluster 2
